OrderID,OrderDate,ShipDate,ShipMode,CustomerSegment,Region,City,Category,Product,Quantity,UnitPrice,Discount,Sales,Profit
ORD-11600,2025-04-19,2025-04-22,Standard,Consumer,West,Ahmedabad,Clothing,T-Shirt,4,1033.68,0.0,4134.72,1050.54
ORD-11601,2025-10-19,2025-10-24,Express,Home Office,South,Coimbatore,Home & Kitchen,Mixer Grinder,1,4791.54,0.0,4791.54,317.6
ORD-11602,2024-09-21,2024-09-26,Standard,Home Office,West,Mumbai,Electronics,Smartphone,2,28623.82,0.0,57247.64,-3564.36
ORD-11603,2025-07-10,2025-07-12,Express,Home Office,North,Chandigarh,Electronics,Smartphone,7,17886.37,0.15,106423.9,19915.22
ORD-11604,2024-09-19,2024-09-25,Same Day,Corporate,South,Chennai,Furniture,Office Chair,7,24040.9,0.15,143043.36,-7596.17
ORD-11605,2024-05-20,2024-05-22,Same Day,Home Office,East,Patna,Furniture,Bed Frame,6,2864.46,0.0,17186.76,3098.73
ORD-11606,2024-01-03,2024-01-09,Express,Consumer,South,Hyderabad,Clothing,Sneakers,5,1793.77,0.05,8520.41,-867.78
ORD-11607,2025-11-26,2025-12-02,Express,Home Office,North,Delhi,Clothing,Sneakers,5,2369.02,0.0,11845.1,4029.78
ORD-11608,2024-04-29,2024-05-02,Standard,Corporate,North,Jaipur,Furniture,Study Table,6,13190.51,0.0,79143.06,-6057.56
ORD-11609,2024-07-12,2024-07-13,Same Day,Corporate,East,Guwahati,Furniture,Study Table,6,15020.46,0.3,63085.93,-2293.68
ORD-11610,2024-09-14,2024-09-20,Same Day,Home Office,North,Chandigarh,Groceries,Rice 5kg,3,132.21,0.05,376.8,107.35
ORD-11611,2025-09-27,2025-10-03,Standard,Corporate,South,Chennai,Electronics,Headphones,3,7394.38,0.0,22183.14,3065.56
ORD-11612,2024-02-09,2024-02-15,Same Day,Home Office,West,Surat,Clothing,Formal Shirt,2,2934.58,0.0,5869.16,596.23
ORD-11613,2024-06-02,2024-06-05,Express,Consumer,South,Bengaluru,Furniture,Bed Frame,5,21075.28,0.2,84301.12,13787.29
ORD-11614,2024-10-29,2024-10-30,Same Day,Corporate,East,Bhubaneswar,Clothing,Jeans,6,2147.18,0.3,9018.16,-1584.7
ORD-11615,2025-08-12,2025-08-18,Same Day,Home Office,East,Patna,Groceries,Snacks Pack,2,534.86,0.0,1069.72,50.45
ORD-11616,2024-12-15,2024-12-20,Same Day,Home Office,West,Mumbai,Clothing,T-Shirt,3,2206.97,0.1,5958.82,323.54
ORD-11617,2024-12-20,2024-12-22,Same Day,Home Office,South,Chennai,Electronics,Tablet,1,37678.4,0.2,30142.72,-6155.35
ORD-11618,2024-01-20,2024-01-25,Same Day,Home Office,East,Kolkata,Groceries,Rice 5kg,3,568.74,0.1,1535.6,-238.08
ORD-11619,2025-05-04,2025-05-09,Express,Corporate,North,Jaipur,Clothing,Sneakers,2,2974.83,0.0,5949.66,-535.79
ORD-11620,2025-12-27,2025-12-31,Express,Corporate,East,Kolkata,Clothing,Formal Shirt,6,2355.02,0.0,14130.12,1585.72
ORD-11621,2025-09-02,2025-09-05,Same Day,Consumer,West,Surat,Electronics,Laptop,2,1939.23,0.0,3878.46,712.93
ORD-11622,2024-07-15,2024-07-17,Standard,Home Office,East,Guwahati,Groceries,Rice 5kg,7,235.16,0.1,1481.51,45.08
ORD-11623,2024-04-20,2024-04-21,Express,Home Office,South,Bengaluru,Electronics,Smartphone,5,50442.61,0.0,252213.05,55499.77
ORD-11624,2025-08-05,2025-08-11,Standard,Consumer,East,Patna,Furniture,Study Table,6,10709.72,0.1,57832.49,18983.42
ORD-11625,2024-09-10,2024-09-16,Standard,Corporate,West,Ahmedabad,Groceries,Atta 5kg,7,184.44,0.3,903.76,-65.52
ORD-11626,2024-12-16,2024-12-20,Same Day,Home Office,North,Lucknow,Home & Kitchen,Storage Box,3,1844.88,0.1,4981.18,-1023.76
ORD-11627,2024-09-03,2024-09-08,Express,Home Office,South,Chennai,Clothing,Sneakers,5,1096.29,0.2,4385.16,273.28
ORD-11628,2024-04-23,2024-04-29,Standard,Consumer,West,Ahmedabad,Electronics,Smartwatch,3,47862.3,0.2,114869.52,24668.15
ORD-11629,2024-09-30,2024-10-06,Standard,Corporate,East,Bhubaneswar,Furniture,Study Table,7,4086.48,0.0,28605.36,-5579.28
ORD-11630,2025-10-23,2025-10-29,Express,Home Office,South,Bengaluru,Furniture,Sofa,6,3223.21,0.0,19339.26,1638.38
ORD-11631,2025-10-25,2025-10-27,Same Day,Home Office,West,Surat,Electronics,Smartwatch,1,28363.85,0.1,25527.46,4912.65
ORD-11632,2024-01-23,2024-01-29,Standard,Corporate,North,Chandigarh,Clothing,Jacket,4,2329.7,0.15,7920.98,1519.0
ORD-11633,2025-03-09,2025-03-11,Standard,Corporate,South,Hyderabad,Clothing,T-Shirt,1,2209.25,0.0,2209.25,-205.05
ORD-11634,2024-11-30,2024-12-01,Same Day,Home Office,East,Patna,Furniture,Bed Frame,5,22856.06,0.2,91424.24,16053.96
ORD-11635,2024-06-29,2024-07-03,Express,Consumer,East,Guwahati,Electronics,Tablet,1,3649.0,0.1,3284.1,505.74
ORD-11636,2025-07-10,2025-07-11,Standard,Corporate,North,Chandigarh,Electronics,Smartphone,7,47501.88,0.2,266010.53,27792.15
ORD-11637,2024-07-06,2024-07-11,Same Day,Corporate,West,Pune,Groceries,Rice 5kg,5,469.69,0.0,2348.45,568.32
ORD-11638,2025-06-05,2025-06-09,Same Day,Home Office,North,Chandigarh,Electronics,Smartwatch,5,43717.17,0.0,218585.85,-29836.39
ORD-11639,2025-12-19,2025-12-24,Same Day,Corporate,East,Guwahati,Electronics,Smartwatch,3,41027.34,0.05,116927.92,33598.49
ORD-11640,2024-05-30,2024-06-03,Express,Consumer,West,Surat,Clothing,Jacket,2,3321.46,0.2,5314.34,-873.91
ORD-11641,2025-07-04,2025-07-10,Standard,Home Office,South,Chennai,Furniture,Office Chair,1,19166.83,0.3,13416.78,1008.19
ORD-11642,2025-03-30,2025-04-05,Same Day,Corporate,North,Jaipur,Home & Kitchen,Water Bottle,2,5591.8,0.2,8946.88,1013.26
ORD-11643,2025-11-11,2025-11-16,Express,Home Office,North,Jaipur,Electronics,Smartphone,4,59653.02,0.05,226681.48,-31472.92
ORD-11644,2024-12-05,2024-12-11,Express,Home Office,West,Pune,Electronics,Laptop,1,23211.92,0.05,22051.32,3637.74
ORD-11645,2025-12-23,2025-12-24,Same Day,Corporate,South,Hyderabad,Home & Kitchen,Water Bottle,2,4080.01,0.1,7344.02,1001.43
ORD-11646,2025-01-28,2025-01-29,Same Day,Corporate,East,Patna,Home & Kitchen,LED Bulb,1,3104.58,0.2,2483.66,430.26
ORD-11647,2024-12-24,2024-12-25,Standard,Home Office,East,Bhubaneswar,Clothing,Sneakers,6,1875.38,0.0,11252.28,-1684.94
ORD-11648,2025-03-08,2025-03-14,Same Day,Corporate,South,Hyderabad,Electronics,Smartphone,4,22858.09,0.05,86860.74,-15080.59
ORD-11649,2024-05-09,2024-05-13,Express,Consumer,North,Jaipur,Home & Kitchen,Mixer Grinder,7,676.24,0.3,3313.58,1035.28
ORD-11650,2024-07-31,2024-08-01,Same Day,Corporate,North,Lucknow,Furniture,Bookshelf,2,23533.56,0.0,47067.12,9259.46
ORD-11651,2025-03-02,2025-03-03,Same Day,Consumer,East,Kolkata,Home & Kitchen,Storage Box,6,5480.93,0.15,27952.74,2238.79
ORD-11652,2024-03-17,2024-03-22,Standard,Consumer,South,Coimbatore,Clothing,T-Shirt,6,2054.17,0.0,12325.02,-2615.79
ORD-11653,2025-05-28,2025-05-30,Standard,Consumer,North,Chandigarh,Groceries,Snacks Pack,6,228.0,0.15,1162.8,-195.07
ORD-11654,2024-11-27,2024-12-03,Express,Corporate,South,Chennai,Home & Kitchen,Storage Box,6,4280.07,0.0,25680.42,4519.01
ORD-11655,2024-11-06,2024-11-11,Express,Consumer,North,Jaipur,Home & Kitchen,LED Bulb,4,4743.92,0.1,17078.11,-1186.24
ORD-11656,2024-08-24,2024-08-25,Express,Home Office,West,Surat,Clothing,Formal Shirt,7,3073.37,0.2,17210.87,2887.17
ORD-11657,2024-11-02,2024-11-08,Same Day,Consumer,East,Guwahati,Home & Kitchen,Water Bottle,7,5671.85,0.1,35732.66,6319.93
ORD-11658,2024-12-12,2024-12-16,Standard,Corporate,West,Surat,Groceries,Atta 5kg,1,56.4,0.2,45.12,2.71
ORD-11659,2025-10-14,2025-10-18,Express,Corporate,South,Bengaluru,Groceries,Cooking Oil 1L,4,506.6,0.3,1418.48,155.45
ORD-11660,2024-11-19,2024-11-22,Same Day,Home Office,East,Bhubaneswar,Furniture,Study Table,4,6109.54,0.0,24438.16,2217.32
ORD-11661,2025-12-04,2025-12-08,Standard,Consumer,West,Surat,Clothing,T-Shirt,2,3188.27,0.1,5738.89,416.53
ORD-11662,2024-07-01,2024-07-06,Same Day,Home Office,East,Guwahati,Electronics,Laptop,7,50250.92,0.0,351756.44,97421.31
ORD-11663,2024-02-27,2024-03-04,Express,Corporate,East,Patna,Clothing,Sneakers,5,2181.97,0.0,10909.85,1621.18
ORD-11664,2024-08-29,2024-08-30,Standard,Consumer,East,Patna,Furniture,Study Table,5,22465.52,0.15,95478.46,7062.97
ORD-11665,2024-06-24,2024-06-25,Same Day,Consumer,West,Surat,Home & Kitchen,Storage Box,5,542.7,0.15,2306.48,224.43
ORD-11666,2024-05-08,2024-05-13,Express,Corporate,North,Delhi,Clothing,Sneakers,7,2492.54,0.1,15703.0,3305.29
ORD-11667,2025-09-09,2025-09-11,Same Day,Consumer,East,Guwahati,Home & Kitchen,Storage Box,4,3118.74,0.0,12474.96,828.11
ORD-11668,2025-02-05,2025-02-08,Same Day,Consumer,East,Patna,Home & Kitchen,Mixer Grinder,4,4204.55,0.1,15136.38,2029.53
ORD-11669,2024-11-08,2024-11-11,Standard,Corporate,East,Guwahati,Clothing,Sneakers,4,522.86,0.15,1777.72,-109.96
ORD-11670,2024-03-25,2024-03-31,Standard,Corporate,South,Bengaluru,Electronics,Smartwatch,2,13329.12,0.0,26658.24,3256.21
ORD-11671,2024-06-26,2024-06-29,Standard,Corporate,West,Surat,Clothing,Formal Shirt,2,1346.81,0.15,2289.58,421.74
ORD-11672,2024-08-23,2024-08-29,Express,Consumer,North,Chandigarh,Groceries,Rice 5kg,5,320.77,0.0,1603.85,307.5
ORD-11673,2024-03-06,2024-03-10,Standard,Consumer,West,Ahmedabad,Home & Kitchen,Mixer Grinder,5,1671.96,0.15,7105.83,1567.08
ORD-11674,2024-12-05,2024-12-11,Standard,Corporate,East,Guwahati,Furniture,Office Chair,3,2888.87,0.15,7366.62,1129.95
ORD-11675,2024-09-22,2024-09-28,Express,Home Office,West,Pune,Electronics,Headphones,6,8433.54,0.05,48071.18,5347.01
ORD-11676,2025-12-14,2025-12-19,Express,Consumer,West,Surat,Furniture,Sofa,6,23842.52,0.2,114444.1,17527.55
ORD-11677,2025-10-03,2025-10-09,Express,Consumer,North,Jaipur,Groceries,Snacks Pack,2,298.29,0.0,596.58,120.84
ORD-11678,2025-01-17,2025-01-21,Express,Home Office,South,Chennai,Groceries,Cooking Oil 1L,5,85.96,0.0,429.8,58.77
ORD-11679,2025-03-12,2025-03-17,Express,Home Office,West,Mumbai,Electronics,Smartwatch,3,47911.09,0.05,136546.61,19358.53
ORD-11680,2024-06-15,2024-06-17,Express,Consumer,West,Surat,Electronics,Headphones,2,53088.75,0.3,74324.25,-19289.36
ORD-11681,2024-09-28,2024-10-01,Express,Consumer,East,Patna,Home & Kitchen,LED Bulb,4,3457.0,0.2,11062.4,2941.53
ORD-11682,2025-09-26,2025-10-02,Express,Corporate,North,Lucknow,Home & Kitchen,Water Bottle,3,4111.34,0.0,12334.02,-936.98
ORD-11683,2024-01-31,2024-02-03,Standard,Consumer,West,Ahmedabad,Clothing,Jacket,2,2913.68,0.2,4661.89,916.53
ORD-11684,2025-07-02,2025-07-05,Same Day,Consumer,South,Hyderabad,Clothing,Jacket,4,923.6,0.15,3140.24,383.7
ORD-11685,2024-10-28,2024-11-01,Same Day,Home Office,West,Mumbai,Furniture,Bed Frame,3,10231.16,0.1,27624.13,1564.24
ORD-11686,2024-12-24,2024-12-30,Standard,Consumer,West,Surat,Furniture,Bed Frame,6,5730.7,0.05,32664.99,9085.66
ORD-11687,2025-12-22,2025-12-23,Express,Home Office,West,Pune,Clothing,T-Shirt,2,2647.34,0.2,4235.74,802.89
ORD-11688,2024-07-08,2024-07-13,Same Day,Corporate,East,Guwahati,Clothing,Sneakers,7,2662.99,0.0,18640.93,-3301.05
ORD-11689,2025-08-27,2025-08-28,Standard,Consumer,East,Bhubaneswar,Clothing,T-Shirt,7,3395.04,0.0,23765.28,2638.92
ORD-11690,2024-09-08,2024-09-10,Same Day,Home Office,West,Ahmedabad,Clothing,T-Shirt,2,1143.14,0.0,2286.28,353.22
ORD-11691,2024-01-19,2024-01-25,Express,Consumer,North,Jaipur,Home & Kitchen,Water Bottle,5,3757.82,0.05,17849.64,-2834.19
ORD-11692,2025-11-03,2025-11-07,Standard,Consumer,South,Bengaluru,Home & Kitchen,Mixer Grinder,4,811.7,0.2,2597.44,327.79
ORD-11693,2025-04-04,2025-04-08,Standard,Home Office,South,Coimbatore,Furniture,Bed Frame,1,5942.4,0.0,5942.4,504.79
ORD-11694,2024-11-21,2024-11-26,Express,Consumer,South,Coimbatore,Electronics,Smartphone,3,15272.1,0.0,45816.3,-4314.95
ORD-11695,2025-05-19,2025-05-25,Standard,Corporate,North,Delhi,Furniture,Bed Frame,4,15433.63,0.0,61734.52,11510.21
ORD-11696,2025-09-14,2025-09-15,Same Day,Corporate,North,Lucknow,Groceries,Atta 5kg,7,176.5,0.3,864.85,203.4
ORD-11697,2025-11-11,2025-11-12,Same Day,Home Office,South,Chennai,Furniture,Sofa,7,14356.5,0.1,90445.95,-3819.73
ORD-11698,2024-07-04,2024-07-05,Standard,Home Office,South,Chennai,Groceries,Atta 5kg,6,275.37,0.0,1652.22,161.22
ORD-11699,2025-01-31,2025-02-01,Express,Consumer,North,Lucknow,Furniture,Study Table,5,4934.46,0.0,24672.3,-3220.11
ORD-11700,2024-12-29,2025-01-02,Standard,Home Office,North,Jaipur,Home & Kitchen,Mixer Grinder,1,4630.91,0.05,4399.36,-547.7
ORD-11701,2025-07-30,2025-08-01,Express,Corporate,East,Patna,Clothing,Formal Shirt,2,573.5,0.05,1089.65,112.82
ORD-11702,2024-03-12,2024-03-14,Same Day,Corporate,South,Coimbatore,Clothing,Jacket,4,3314.98,0.2,10607.94,-2110.53
ORD-11703,2024-06-06,2024-06-12,Standard,Corporate,North,Delhi,Home & Kitchen,Non-stick Pan,3,963.54,0.1,2601.56,640.19
ORD-11704,2025-01-31,2025-02-02,Express,Consumer,North,Chandigarh,Clothing,Jacket,7,575.48,0.0,4028.36,424.55
ORD-11705,2025-05-24,2025-05-25,Same Day,Home Office,North,Chandigarh,Furniture,Bookshelf,5,6791.36,0.3,23769.76,-3295.94
ORD-11706,2025-09-22,2025-09-23,Standard,Corporate,South,Bengaluru,Home & Kitchen,Water Bottle,6,4746.48,0.05,27054.94,3908.21
ORD-11707,2025-08-18,2025-08-23,Same Day,Corporate,East,Patna,Home & Kitchen,LED Bulb,6,5705.73,0.1,30810.94,7312.03
ORD-11708,2024-12-29,2025-01-02,Express,Consumer,East,Bhubaneswar,Furniture,Bed Frame,6,22219.47,0.3,93321.77,21707.78
ORD-11709,2024-07-22,2024-07-23,Standard,Corporate,West,Ahmedabad,Home & Kitchen,LED Bulb,1,945.91,0.1,851.32,55.68
ORD-11710,2025-06-11,2025-06-13,Same Day,Corporate,West,Mumbai,Groceries,Cooking Oil 1L,7,594.32,0.0,4160.24,717.7
ORD-11711,2024-12-16,2024-12-20,Standard,Corporate,North,Jaipur,Electronics,Smartphone,7,54476.54,0.05,362268.99,-53153.91
ORD-11712,2025-06-10,2025-06-16,Express,Consumer,East,Bhubaneswar,Electronics,Tablet,3,46460.26,0.2,111504.62,15040.41
ORD-11713,2025-03-16,2025-03-20,Same Day,Home Office,East,Patna,Home & Kitchen,Water Bottle,2,2625.46,0.1,4725.83,-805.88
ORD-11714,2025-07-16,2025-07-18,Same Day,Consumer,West,Mumbai,Home & Kitchen,Storage Box,5,5931.64,0.3,20760.74,2148.56
ORD-11715,2025-06-17,2025-06-21,Same Day,Consumer,East,Kolkata,Electronics,Tablet,3,7011.96,0.3,14725.12,1842.42
ORD-11716,2024-04-09,2024-04-11,Express,Corporate,North,Chandigarh,Clothing,T-Shirt,1,2820.7,0.1,2538.63,521.71
ORD-11717,2025-05-22,2025-05-23,Standard,Consumer,North,Delhi,Home & Kitchen,LED Bulb,6,4259.28,0.05,24277.9,-1712.92
ORD-11718,2024-09-20,2024-09-24,Same Day,Corporate,East,Bhubaneswar,Electronics,Smartphone,2,46730.3,0.0,93460.6,18854.33
ORD-11719,2024-08-04,2024-08-05,Express,Consumer,West,Ahmedabad,Home & Kitchen,Mixer Grinder,4,1752.52,0.3,4907.06,966.03
ORD-11720,2025-02-27,2025-03-02,Same Day,Corporate,South,Bengaluru,Home & Kitchen,Storage Box,2,1660.04,0.1,2988.07,390.87
ORD-11721,2024-02-21,2024-02-23,Same Day,Consumer,West,Pune,Electronics,Smartwatch,4,23119.32,0.2,73981.82,-17758.0
ORD-11722,2025-10-04,2025-10-09,Same Day,Home Office,North,Lucknow,Clothing,Jacket,4,1284.56,0.2,4110.59,-765.04
ORD-11723,2025-07-13,2025-07-17,Express,Consumer,East,Bhubaneswar,Clothing,Formal Shirt,2,1173.33,0.2,1877.33,234.7
ORD-11724,2024-10-02,2024-10-04,Express,Corporate,South,Bengaluru,Electronics,Smartphone,6,19688.15,0.0,118128.9,-18156.05
ORD-11725,2025-01-15,2025-01-16,Standard,Corporate,East,Patna,Furniture,Bed Frame,3,16459.26,0.0,49377.78,10604.77
ORD-11726,2024-03-17,2024-03-22,Same Day,Home Office,North,Delhi,Groceries,Snacks Pack,5,530.85,0.0,2654.25,467.64
ORD-11727,2025-11-14,2025-11-16,Express,Corporate,South,Bengaluru,Furniture,Sofa,3,12270.87,0.15,31290.72,1766.41
ORD-11728,2024-02-23,2024-02-26,Standard,Home Office,East,Guwahati,Clothing,Jeans,3,2008.51,0.0,6025.53,820.68
ORD-11729,2025-10-13,2025-10-16,Standard,Consumer,East,Bhubaneswar,Electronics,Tablet,2,27202.73,0.0,54405.46,6309.05
ORD-11730,2025-01-29,2025-02-02,Express,Home Office,South,Bengaluru,Clothing,T-Shirt,2,2403.44,0.0,4806.88,359.87
ORD-11731,2025-05-31,2025-06-03,Standard,Home Office,West,Pune,Home & Kitchen,Storage Box,6,3730.81,0.1,20146.37,1583.57
ORD-11732,2025-06-25,2025-06-27,Express,Home Office,East,Bhubaneswar,Clothing,Sneakers,6,1757.92,0.15,8965.39,-433.93
ORD-11733,2025-03-06,2025-03-11,Express,Consumer,East,Bhubaneswar,Home & Kitchen,Mixer Grinder,7,3886.43,0.2,21764.01,6393.63
ORD-11734,2025-03-10,2025-03-16,Standard,Consumer,West,Ahmedabad,Electronics,Smartwatch,2,35232.63,0.0,70465.26,4687.81
ORD-11735,2024-01-18,2024-01-24,Same Day,Consumer,East,Guwahati,Groceries,Rice 5kg,4,317.4,0.0,1269.6,92.5
ORD-11736,2025-06-18,2025-06-22,Same Day,Corporate,East,Bhubaneswar,Clothing,Sneakers,2,3064.58,0.0,6129.16,579.28
ORD-11737,2024-10-26,2024-10-27,Same Day,Consumer,South,Coimbatore,Groceries,Atta 5kg,4,518.55,0.1,1866.78,-497.54
ORD-11738,2025-02-28,2025-03-04,Express,Consumer,North,Jaipur,Groceries,Atta 5kg,4,327.94,0.0,1311.76,174.32
ORD-11739,2024-05-18,2024-05-19,Express,Corporate,North,Jaipur,Furniture,Bed Frame,7,14506.36,0.15,86312.84,-13828.1
ORD-11740,2024-03-20,2024-03-25,Standard,Corporate,South,Hyderabad,Home & Kitchen,Mixer Grinder,3,5564.54,0.1,15024.26,3508.69
ORD-11741,2025-08-15,2025-08-21,Express,Corporate,East,Bhubaneswar,Home & Kitchen,Storage Box,4,2990.95,0.0,11963.8,3397.04
ORD-11742,2024-07-01,2024-07-03,Standard,Corporate,South,Bengaluru,Groceries,Cooking Oil 1L,3,364.42,0.05,1038.6,109.61
ORD-11743,2025-11-23,2025-11-24,Same Day,Corporate,East,Kolkata,Clothing,Jacket,2,1781.41,0.15,3028.4,-534.49
ORD-11744,2024-11-30,2024-12-06,Express,Consumer,East,Kolkata,Home & Kitchen,LED Bulb,4,1241.07,0.05,4716.07,-710.48
ORD-11745,2024-01-08,2024-01-12,Same Day,Corporate,East,Patna,Electronics,Smartwatch,3,14179.91,0.0,42539.73,3407.83
ORD-11746,2025-07-21,2025-07-22,Same Day,Consumer,West,Pune,Clothing,Jacket,7,982.1,0.05,6530.96,461.63
ORD-11747,2025-02-22,2025-02-24,Express,Corporate,West,Mumbai,Furniture,Office Chair,5,3048.62,0.15,12956.63,1847.05
ORD-11748,2025-09-17,2025-09-19,Express,Consumer,West,Surat,Home & Kitchen,Storage Box,6,4602.06,0.2,22089.89,1196.58
ORD-11749,2025-09-21,2025-09-27,Express,Corporate,East,Patna,Furniture,Office Chair,4,21086.86,0.05,80130.07,-25136.9
ORD-11750,2024-09-18,2024-09-24,Express,Consumer,South,Hyderabad,Groceries,Snacks Pack,1,324.29,0.0,324.29,-45.18
ORD-11751,2024-11-09,2024-11-15,Standard,Home Office,West,Ahmedabad,Clothing,T-Shirt,7,1469.12,0.15,8741.26,-1271.83
ORD-11752,2025-03-29,2025-04-02,Same Day,Home Office,North,Jaipur,Home & Kitchen,Non-stick Pan,1,4734.98,0.0,4734.98,1498.78
ORD-11753,2024-09-22,2024-09-23,Express,Corporate,East,Kolkata,Clothing,Sneakers,1,879.86,0.3,615.9,28.06
ORD-11754,2024-11-28,2024-12-02,Standard,Corporate,East,Kolkata,Electronics,Smartwatch,1,30506.12,0.0,30506.12,8602.06
ORD-11755,2025-08-02,2025-08-03,Same Day,Home Office,North,Chandigarh,Electronics,Laptop,7,41430.45,0.1,261011.83,14723.44
ORD-11756,2024-04-19,2024-04-23,Standard,Home Office,South,Hyderabad,Clothing,Formal Shirt,5,2039.99,0.15,8669.96,-1264.17
ORD-11757,2025-07-24,2025-07-26,Standard,Corporate,East,Bhubaneswar,Groceries,Snacks Pack,6,378.43,0.0,2270.58,-589.06
ORD-11758,2024-06-15,2024-06-19,Same Day,Home Office,South,Bengaluru,Clothing,T-Shirt,2,1727.06,0.0,3454.12,313.48
ORD-11759,2024-06-26,2024-07-01,Standard,Home Office,North,Delhi,Groceries,Rice 5kg,7,584.32,0.0,4090.24,154.22
ORD-11760,2024-04-10,2024-04-11,Express,Corporate,West,Mumbai,Electronics,Smartwatch,1,8412.45,0.2,6729.96,982.92
ORD-11761,2024-08-03,2024-08-06,Express,Corporate,South,Bengaluru,Electronics,Laptop,3,40800.33,0.0,122400.99,28443.27
ORD-11762,2025-04-07,2025-04-11,Same Day,Corporate,South,Coimbatore,Furniture,Study Table,4,7443.14,0.05,28283.93,9017.0
ORD-11763,2025-06-25,2025-06-27,Express,Consumer,South,Bengaluru,Groceries,Cooking Oil 1L,2,528.23,0.2,845.17,-117.86
ORD-11764,2025-10-14,2025-10-17,Standard,Home Office,North,Lucknow,Home & Kitchen,Storage Box,3,751.63,0.05,2142.15,233.81
ORD-11765,2024-08-05,2024-08-10,Express,Corporate,South,Bengaluru,Furniture,Bookshelf,1,4731.13,0.0,4731.13,865.08
ORD-11766,2024-10-05,2024-10-08,Same Day,Home Office,South,Coimbatore,Groceries,Rice 5kg,4,170.35,0.0,681.4,152.04
ORD-11767,2025-11-24,2025-11-27,Express,Consumer,North,Jaipur,Groceries,Tea 500g,5,507.93,0.3,1777.76,207.89
ORD-11768,2024-03-20,2024-03-25,Same Day,Consumer,South,Chennai,Home & Kitchen,Mixer Grinder,5,3585.65,0.1,16135.42,5329.21
ORD-11769,2024-08-10,2024-08-16,Express,Consumer,West,Mumbai,Electronics,Tablet,2,11245.06,0.1,20241.11,5019.45
ORD-11770,2024-01-30,2024-02-05,Same Day,Corporate,North,Delhi,Groceries,Cooking Oil 1L,2,356.9,0.15,606.73,-101.99
ORD-11771,2024-10-27,2024-10-29,Standard,Corporate,South,Chennai,Furniture,Study Table,4,22986.96,0.1,82753.06,8866.62
ORD-11772,2024-04-03,2024-04-04,Standard,Home Office,East,Kolkata,Furniture,Bed Frame,4,23531.85,0.0,94127.4,-3943.25
ORD-11773,2025-07-07,2025-07-13,Standard,Consumer,East,Guwahati,Furniture,Study Table,3,7376.65,0.2,17703.96,3543.26
ORD-11774,2024-04-02,2024-04-05,Same Day,Consumer,West,Mumbai,Furniture,Office Chair,3,23595.74,0.3,49551.05,8198.4
ORD-11775,2024-09-28,2024-09-29,Standard,Consumer,North,Jaipur,Electronics,Smartphone,7,35745.89,0.0,250221.23,52040.62
ORD-11776,2024-11-27,2024-12-03,Standard,Home Office,South,Coimbatore,Groceries,Cooking Oil 1L,5,50.24,0.0,251.2,12.56
ORD-11777,2025-03-28,2025-04-02,Standard,Consumer,West,Surat,Electronics,Smartphone,3,8606.35,0.1,23237.15,-6067.37
ORD-11778,2024-05-15,2024-05-16,Standard,Consumer,East,Guwahati,Electronics,Smartphone,5,47086.64,0.1,211889.88,6991.76
ORD-11779,2024-09-03,2024-09-05,Standard,Corporate,South,Chennai,Home & Kitchen,LED Bulb,4,3823.48,0.0,15293.92,-2811.49
ORD-11780,2024-04-11,2024-04-12,Express,Home Office,West,Ahmedabad,Electronics,Headphones,4,37551.87,0.0,150207.48,21685.19
ORD-11781,2024-12-10,2024-12-14,Express,Home Office,South,Coimbatore,Electronics,Smartwatch,7,39943.68,0.2,223684.61,17994.15
ORD-11782,2025-07-08,2025-07-11,Same Day,Consumer,East,Bhubaneswar,Groceries,Rice 5kg,7,272.39,0.05,1811.39,144.08
ORD-11783,2025-09-26,2025-10-02,Express,Corporate,East,Bhubaneswar,Groceries,Snacks Pack,1,339.25,0.0,339.25,-46.99
ORD-11784,2024-02-06,2024-02-07,Express,Corporate,South,Hyderabad,Home & Kitchen,Non-stick Pan,1,3094.91,0.2,2475.93,-473.01
ORD-11785,2025-05-14,2025-05-20,Same Day,Corporate,East,Kolkata,Clothing,T-Shirt,3,615.24,0.05,1753.43,416.32
ORD-11786,2025-04-15,2025-04-19,Express,Corporate,East,Kolkata,Clothing,Jacket,2,1297.64,0.2,2076.22,312.19
ORD-11787,2024-04-02,2024-04-08,Express,Consumer,South,Coimbatore,Electronics,Tablet,1,28479.45,0.15,24207.53,3489.61
ORD-11788,2024-08-29,2024-09-03,Express,Home Office,South,Coimbatore,Clothing,Sneakers,1,2996.0,0.2,2396.8,731.32
ORD-11789,2025-05-08,2025-05-09,Express,Consumer,West,Ahmedabad,Clothing,Jeans,5,2482.27,0.3,8687.94,1910.7
ORD-11790,2024-06-28,2024-07-03,Same Day,Consumer,East,Patna,Groceries,Rice 5kg,2,538.34,0.2,861.34,106.15
ORD-11791,2025-12-04,2025-12-08,Standard,Home Office,South,Bengaluru,Electronics,Tablet,5,37493.62,0.05,178094.7,45810.67
ORD-11792,2025-04-09,2025-04-15,Same Day,Consumer,South,Hyderabad,Home & Kitchen,Water Bottle,2,1196.2,0.1,2153.16,496.06
ORD-11793,2024-04-28,2024-05-01,Express,Corporate,West,Ahmedabad,Groceries,Tea 500g,7,432.98,0.15,2576.23,446.56
ORD-11794,2025-08-12,2025-08-13,Standard,Home Office,East,Patna,Furniture,Sofa,6,5829.29,0.0,34975.74,2900.27
